id,type,release_year,age_certification,runtime,genres,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts76865,SHOW,2018,TV-MA,25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",1,7.6,18575,68.38,7.9
ts312241,SHOW,2017,TV-MA,6,"['scifi', 'horror']",1,6.4,870,8.612,8
ts121489,SHOW,2017,TV-14,22,"['drama', 'horror', 'thriller']",4,5.5,1841,18.063,5.5
ts55781,SHOW,2017,TV-MA,55,"['drama', 'thriller', 'crime', 'horror', 'european']",2,7.4,10705,13.547,7
ts87369,SHOW,2018,TV-14,45,['documentation'],4,7.8,2732,21.89,8.1
ts78080,SHOW,2018,TV-14,24,"['drama', 'comedy']",1,7.5,18023,24.964,7.6
ts58307,SHOW,2017,TV-14,46,"['drama', 'crime']",2,7.5,9593,11.787,7.5
ts55645,SHOW,2017,TV-MA,65,"['war', 'documentation', 'history']",1,8.3,4600,6.841,7.8
ts78558,SHOW,2018,TV-14,47,['reality'],6,8.5,18147,14.475,7.8
ts79926,SHOW,2018,TV-14,52,['comedy'],1,8.4,3545,4.73,8.3
ts56648,SHOW,2017,TV-MA,56,"['crime', 'action', 'drama', 'documentation']",1,7.6,14,8.375,7.6
ts42294,SHOW,2017,TV-MA,58,"['drama', 'thriller']",4,7.5,282373,100.866,7.8
ts84010,SHOW,2018,TV-MA,56,"['drama', 'thriller']",1,7.2,4772,8.594,7.2
ts80035,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",1,5.8,13103,17.781,5.6
ts57055,SHOW,2018,TV-14,42,"['scifi', 'action', 'drama']",4,6.1,24646,67.65,7.2
ts56480,SHOW,2018,TV-MA,58,"['war', 'fantasy', 'romance', 'action']",1,3.9,13677,19.82,6.4
ts82597,SHOW,2018,TV-Y7,27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",3,8.4,21635,36.019,8.4
ts55962,SHOW,2017,TV-MA,29,"['comedy', 'drama']",4,6.1,24863,20.722,6.4
ts75164,SHOW,2017,TV-Y,23,"['comedy', 'family', 'music', 'animation']",3,5.7,110,4.772,7.6
ts78452,SHOW,2018,TV-MA,58,"['drama', 'animation', 'fantasy', 'thriller']",1,6.4,6421,18.022,6.6
ts75263,SHOW,2017,TV-14,43,"['crime', 'drama', 'documentation', 'fantasy']",1,7,4181,3.342,6.2
ts85568,SHOW,2018,TV-MA,29,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",1,7.1,8536,16.984,7
ts80705,SHOW,2018,TV-MA,48,"['crime', 'documentation']",1,7.5,27516,10.581,7.5
ts81344,SHOW,2018,TV-MA,21,['documentation'],3,8,8831,12.859,7.7
ts82228,SHOW,2018,TV-14,23,"['action', 'fantasy', 'animation', 'comedy']",2,7.5,2206,25.894,8.4
ts81331,SHOW,2018,TV-Y7,24,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",5,7.8,14935,22.339,8.8
ts55798,SHOW,2017,TV-MA,64,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",2,8.5,7645,18.993,8.6
ts78356,SHOW,2018,TV-MA,43,"['drama', 'scifi', 'thriller']",3,7.3,616,70.563,7.4
ts86169,SHOW,2018,TV-MA,47,"['documentation', 'crime']",1,7.3,5883,7.434,7
ts84280,SHOW,2018,TV-14,25,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",1,8.1,10400,60.496,8.8
ts77957,SHOW,2018,TV-14,63,"['crime', 'documentation']",2,8.1,9099,18.126,7.2
ts84904,SHOW,2018,TV-MA,42,"['scifi', 'fantasy', 'crime', 'drama']",1,6.8,7727,13.616,6.8
ts83999,SHOW,2018,TV-Y7,25,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",2,8.5,10162,32.606,8.3
ts57303,SHOW,2017,TV-MA,30,"['comedy', 'drama']",2,6.9,20242,11.935,6.6
ts58025,SHOW,2017,TV-Y,24,"['animation', 'comedy', 'family', 'fantasy']",1,6.4,642,18.893,8.1
ts82302,SHOW,2018,TV-MA,46,"['drama', 'comedy', 'thriller']",2,6.5,27275,96.678,7.9
ts85895,SHOW,2018,TV-MA,52,"['scifi', 'drama']",2,7.3,8711,20.096,7.4
ts56511,SHOW,2017,TV-MA,50,"['drama', 'european']",5,7.6,13855,65.44,7.9
ts57822,SHOW,2017,TV-MA,24,"['comedy', 'crime']",2,6.8,7173,10.499,7.1
ts79546,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'scifi', 'sport']",2,7.8,3144,28.077,8
ts84533,SHOW,2018,TV-Y7,11,"['action', 'animation', 'scifi']",3,6.5,350,10.637,7.4
ts83455,SHOW,2018,TV-MA,57,['drama'],1,7,5225,13.135,6.4
ts75772,SHOW,2017,TV-MA,46,"['reality', 'comedy', 'documentation', 'european']",5,7.6,5388,6.26,7.4
ts77518,SHOW,2018,TV-PG,24,"['comedy', 'animation', 'romance']",3,7.7,2030,42.087,8.3
ts79234,SHOW,2018,TV-G,23,"['action', 'comedy', 'animation', 'family', 'fantasy']",4,6.4,3595,47.064,7
ts80720,SHOW,2018,TV-PG,15,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'romance']",3,8.5,297,93.943,8.8
ts57439,SHOW,2017,TV-MA,43,"['western', 'drama', 'crime']",1,7.6,8111,10.571,7
ts75157,SHOW,2017,TV-Y,25,"['animation', 'family', 'fantasy']",3,6.2,812,17.774,6.3
ts58152,SHOW,2018,TV-MA,57,"['drama', 'history']",1,7.4,4292,15.73,7
ts84779,SHOW,2018,TV-MA,25,"['documentation', 'horror', 'reality']",3,4.6,3150,14.069,7
ts56481,SHOW,2017,TV-PG,21,['comedy'],2,7,6810,8.409,6.5
ts82560,SHOW,2018,TV-MA,41,"['action', 'documentation']",1,7.5,7158,11.337,6.5
ts55231,SHOW,2017,TV-14,45,['documentation'],2,8.4,5306,14.406,8
ts88783,SHOW,2018,TV-Y7,20,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy']",4,5.1,220,26.814,6.8
ts57814,SHOW,2017,TV-14,24,"['action', 'animation', 'drama', 'thriller']",2,7.2,8547,98.728,8.3
ts113109,SHOW,2017,TV-Y,5,['animation'],5,8.6,198,7.052,9.5
ts85138,SHOW,2018,TV-PG,50,['documentation'],2,8,1269,2.44,8.3
ts57424,SHOW,2017,TV-MA,52,"['crime', 'thriller', 'drama', 'european']",1,7.2,10137,28.763,7.1
ts77474,SHOW,2018,TV-MA,76,"['drama', 'action', 'history', 'romance', 'war']",1,8.7,6855,26.485,8.4
ts57964,SHOW,2017,TV-Y7,16,"['comedy', 'family', 'fantasy', 'horror', 'animation']",2,5.5,694,24.098,7.4
ts78298,SHOW,2018,TV-14,79,"['drama', 'family']",1,9.2,5481,14.997,8.9
ts83251,SHOW,2018,TV-14,24,"['comedy', 'reality']",3,7.1,3316,11.61,6.8
ts55194,SHOW,2017,TV-14,30,['comedy'],3,3.5,7233,9.87,3.6
ts84335,SHOW,2018,TV-MA,57,"['drama', 'crime', 'thriller']",1,6.8,4173,8.68,6.5
ts53936,SHOW,2017,TV-14,51,"['drama', 'crime']",1,8.4,17727,10.828,8.2
ts83763,SHOW,2018,TV-MA,59,"['crime', 'thriller']",1,7.4,4790,13.209,6.9
ts82892,SHOW,2018,TV-MA,46,"['crime', 'documentation']",2,7.4,3937,6.502,7.2
ts79422,SHOW,2018,TV-PG,33,"['reality', 'comedy']",6,7.4,4682,9.333,7.5
ts80523,SHOW,2018,TV-14,16,"['animation', 'music', 'romance', 'comedy', 'drama']",4,8,6005,11.023,7.2
ts83561,SHOW,2018,TV-MA,28,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']",1,5.4,3087,13.668,6.1
ts78382,SHOW,2018,TV-14,29,"['comedy', 'drama']",4,7.9,15642,45.081,8.5
ts86296,SHOW,2018,TV-MA,41,"['documentation', 'sport']",2,8.1,7943,3.481,8
ts41527,SHOW,2017,TV-MA,59,"['drama', 'thriller']",1,6.8,16133,13.117,6.3
ts78507,SHOW,2018,TV-Y7,25,"['comedy', 'drama']",4,7.4,4687,42.726,8.6
ts57464,SHOW,2018,TV-14,42,"['drama', 'comedy']",1,6.4,3855,8.064,6.5
ts228255,SHOW,2018,TV-Y,12,"['animation', 'family']",2,4.8,36,2.605,7.2
ts58175,SHOW,2017,TV-MA,32,['comedy'],2,6.8,4624,7.916,6.5
ts77525,SHOW,2017,TV-14,45,"['documentation', 'comedy', 'history']",3,8,5545,8.534,7.6
ts58225,SHOW,2017,TV-MA,30,['comedy'],3,6.6,1225,5.457,5.8
ts84243,SHOW,2018,TV-MA,45,['drama'],3,6.8,10990,49.167,8
ts78231,SHOW,2018,TV-MA,45,['crime'],1,7.8,7651,17.234,7.1
ts56594,SHOW,2017,TV-MA,27,['comedy'],2,6.8,9980,11.209,5.8
ts57080,SHOW,2017,TV-Y7,23,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",11,6.6,993,10.563,8.2
ts57082,SHOW,2017,TV-MA,29,"['comedy', 'european']",2,7.4,10981,7.349,6.9
ts53101,SHOW,2017,TV-14,63,"['crime', 'thriller', 'action']",4,7.5,1949,10.152,6.9
ts81885,SHOW,2018,TV-PG,49,"['comedy', 'drama', 'crime', 'documentation']",1,6.9,5620,6.913,6.4
ts77783,SHOW,2018,TV-14,24,"['scifi', 'action', 'fantasy', 'war', 'animation']",1,7.1,893,19.328,8.6
ts79020,SHOW,2018,TV-14,52,"['documentation', 'war', 'history']",1,8,4241,3.807,7.7
ts77799,SHOW,2018,TV-MA,56,['documentation'],2,7.2,3675,7.357,7.4
ts75749,SHOW,2017,TV-14,56,"['comedy', 'drama', 'romance']",1,8.2,4168,11.127,8.6
ts86945,SHOW,2018,TV-Y,20,"['fantasy', 'animation', 'comedy', 'family']",3,6.1,163,7.629,5.5
ts84056,SHOW,2018,TV-MA,76,['drama'],2,7.4,4555,43.164,7.5
ts89069,SHOW,2018,TV-Y,11,['animation'],4,7.7,106,13.724,7.6
ts76417,SHOW,2017,TV-MA,52,"['drama', 'horror', 'thriller', 'european']",1,8,10161,10.905,7.8
ts86814,SHOW,2018,TV-MA,49,"['crime', 'documentation']",1,6.8,3045,2.988,7
ts85837,SHOW,2018,TV-MA,68,['drama'],1,8.6,2835,18.684,8.3
ts76313,SHOW,2017,TV-14,36,"['drama', 'comedy']",1,7.5,1729,2.17,8.6
ts75355,SHOW,2017,TV-MA,48,"['crime', 'action', 'european']",3,7.9,14346,41.292,7.5
ts76486,SHOW,2017,TV-14,73,"['drama', 'romance']",1,8.2,1872,9.343,8.4
ts82372,SHOW,2018,TV-Y7,24,"['animation', 'comedy', 'family', 'action']",4,6.7,879,11.325,8.8
ts79045,SHOW,2018,TV-MA,51,['documentation'],2,7.8,3505,7.038,7.4
ts81757,SHOW,2018,TV-MA,31,"['drama', 'comedy']",3,7.6,7722,39.666,7.8
ts55491,SHOW,2017,TV-14,42,"['crime', 'drama', 'scifi', 'thriller']",1,6.2,5746,15.625,6.6
ts77600,SHOW,2017,TV-MA,19,['comedy'],2,7.1,616,1.662,6.6
ts80411,SHOW,2018,TV-14,64,"['action', 'crime', 'drama', 'thriller']",1,7.7,1572,10.08,7.6
ts78217,SHOW,2018,TV-MA,48,['comedy'],2,6.6,442,9.95,7.4
ts78299,SHOW,2018,TV-Y,15,"['animation', 'family']",2,6.5,270,3.459,7.8
ts75002,SHOW,2017,TV-MA,49,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']",1,6.8,3999,10.958,6.5
ts76753,SHOW,2017,TV-MA,75,"['comedy', 'romance', 'fantasy', 'horror']",1,8,4535,52.042,8.3
ts77755,SHOW,2017,TV-Y7,24,"['action', 'scifi', 'thriller', 'drama']",2,6.1,862,3.907,7.3
ts56201,SHOW,2017,TV-Y7,11,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",2,3.4,750,12.41,5.8
ts88234,SHOW,2017,TV-MA,22,['comedy'],3,8,2664,3.54,6.7
ts53960,SHOW,2017,TV-14,23,"['scifi', 'animation', 'fantasy']",2,6.4,391,14.353,6.7
ts81414,SHOW,2018,TV-14,45,"['comedy', 'family', 'drama', 'romance']",1,7.9,3921,50.167,8.6
ts77014,SHOW,2018,TV-MA,80,"['war', 'drama', 'action', 'thriller']",1,8.1,7426,27.741,7
ts56993,SHOW,2017,TV-MA,28,"['drama', 'comedy', 'crime', 'european']",1,6.8,1873,6.843,7.3
ts81542,SHOW,2018,TV-Y7,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",2,7.1,4198,6.599,7.1
ts83232,SHOW,2018,TV-MA,51,"['crime', 'drama', 'thriller']",2,7,4312,12.247,6.8
ts82268,SHOW,2018,TV-MA,46,"['scifi', 'drama', 'fantasy', 'horror']",2,8,6,29.825,6.9
ts87043,SHOW,2018,TV-Y,12,"['scifi', 'animation', 'action', 'comedy', 'family']",2,6,100,6.511,10
ts86164,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action', 'crime']",2,6.1,657,12.8,6.3
ts9075,SHOW,2018,TV-MA,29,['comedy'],1,7,1895,2.243,6.4
ts83790,SHOW,2018,TV-14,68,"['drama', 'fantasy', 'romance']",1,7.6,1889,62.12,8.3
ts57811,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation', 'drama', 'fantasy']",1,6.6,2259,52.16,7.7
ts85686,SHOW,2018,TV-14,22,"['reality', 'documentation']",5,7.5,450,8.926,7.2
ts83360,SHOW,2018,TV-MA,66,"['crime', 'thriller', 'drama', 'horror', 'comedy']",1,8.1,1537,9.102,8.1
ts95569,SHOW,2018,TV-Y,22,"['family', 'fantasy', 'animation']",2,5.8,187,5.692,10
ts78590,SHOW,2018,TV-MA,47,"['drama', 'thriller', 'crime']",2,8,36077,9.788,7.4
ts85170,SHOW,2018,TV-MA,68,"['action', 'scifi', 'thriller', 'drama', 'romance']",1,7.8,5363,17.068,7.8
ts90594,SHOW,2018,TV-Y,22,"['comedy', 'family', 'animation']",5,6.7,525,34.003,8.1
ts83502,SHOW,2018,TV-MA,52,"['scifi', 'crime', 'drama']",1,6.4,1625,6.118,5.8
ts85034,SHOW,2018,TV-MA,25,['comedy'],6,8.2,7222,9.602,7.3
ts83537,SHOW,2018,TV-MA,46,"['thriller', 'crime', 'european']",2,6.4,1608,9.638,7
ts79157,SHOW,2018,TV-MA,25,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']",2,7.1,4803,34.155,7.9
ts81918,SHOW,2018,TV-PG,51,['reality'],3,7,1508,13.058,7
ts56718,SHOW,2017,TV-MA,44,"['drama', 'action', 'history', 'crime']",3,7.8,17992,121.756,7.5
ts80959,SHOW,2018,TV-MA,50,"['action', 'thriller', 'crime', 'drama']",2,8.6,85088,11.75,8.1
ts53693,SHOW,2017,TV-Y7,27,"['scifi', 'fantasy', 'family', 'european']",4,7.2,2375,51.672,7.7
ts75477,SHOW,2017,TV-MA,43,"['documentation', 'crime']",2,7.5,5340,8.084,7.4
ts131579,SHOW,2018,TV-MA,47,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']",1,6.8,2533,10.58,6.4
ts85175,SHOW,2018,TV-MA,44,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",2,7.6,3979,67.928,8.5
ts83071,SHOW,2018,TV-MA,42,"['reality', 'documentation']",1,5.1,1119,10.365,5.2
ts77545,SHOW,2017,TV-MA,48,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",3,7.3,1643,17.665,7.2
ts83540,SHOW,2018,TV-MA,27,"['comedy', 'crime', 'animation', 'action']",3,6.8,17779,39.351,7.6
ts236347,SHOW,2017,TV-MA,24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",1,7.6,1131,2.695,9
ts78206,SHOW,2018,TV-MA,64,"['drama', 'comedy', 'reality']",3,8.3,2038,15.449,8.6
ts84135,SHOW,2018,TV-MA,53,"['crime', 'thriller', 'drama']",1,6.9,2641,21.358,7
ts79026,SHOW,2018,TV-MA,46,"['drama', 'scifi', 'horror', 'romance', 'thriller']",2,6.2,5784,17.989,6.1
ts56045,SHOW,2017,TV-MA,49,"['drama', 'history', 'european']",3,7.8,3274,33.647,7.5
ts87194,SHOW,2018,TV-MA,49,['reality'],2,7.3,1482,1.47,7.1
ts68146,SHOW,2017,TV-PG,43,"['documentation', 'fantasy', 'european']",1,7.8,811,3.292,7.4
ts76603,SHOW,2017,TV-14,28,"['drama', 'scifi', 'thriller', 'fantasy']",1,7.8,3596,10.639,7.3
ts84930,SHOW,2018,TV-14,28,"['comedy', 'romance']",3,7.2,5212,15.197,7.8
ts78246,SHOW,2018,TV-MA,47,"['scifi', 'thriller', 'drama']",1,6.2,3874,8.271,6.9
ts81526,SHOW,2018,TV-MA,54,['documentation'],1,8.3,3105,4.656,8.1
ts55581,SHOW,2017,TV-14,67,"['drama', 'romance', 'comedy', 'fantasy']",1,7.1,2501,15.138,7.3
ts56933,SHOW,2018,TV-PG,25,"['scifi', 'action', 'comedy', 'fantasy']",2,6.4,4308,25.571,7.2
ts84645,SHOW,2018,TV-MA,55,"['documentation', 'war']",1,8.2,1687,8.526,8.7
ts74962,SHOW,2017,TV-Y,21,"['comedy', 'family', 'fantasy', 'animation']",4,7.1,439,6.637,8.8
ts79997,SHOW,2018,TV-MA,70,"['drama', 'romance']",1,8.2,5654,16.637,8.1
ts75676,SHOW,2017,TV-14,57,"['drama', 'comedy', 'romance', 'european']",3,7.3,1376,21.568,6.3
ts86994,SHOW,2017,TV-14,47,"['crime', 'documentation']",2,3.8,1394,1.396,2.8
ts53264,SHOW,2017,TV-MA,71,"['comedy', 'drama', 'romance']",1,7.3,1537,10.653,8
ts309731,SHOW,2018,TV-Y,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']",4,5.3,111,9.315,9.3
ts85822,SHOW,2018,TV-14,25,"['drama', 'comedy', 'sport']",1,7.4,2176,6.394,7.6
ts80617,SHOW,2018,TV-MA,43,"['action', 'scifi', 'fantasy', 'drama']",4,6.5,34396,32.642,7.4
ts81821,SHOW,2018,TV-MA,45,"['drama', 'family', 'music']",2,7.7,1202,279.875,8
ts82705,SHOW,2018,TV-Y7,16,"['animation', 'action', 'comedy', 'family']",2,7.5,663,10.833,8.3
ts321277,SHOW,2018,TV-MA,60,['comedy'],1,8.5,3387,3.355,8.4
ts84646,SHOW,2018,TV-MA,42,"['action', 'drama', 'crime']",1,6.7,1966,7.274,6.5
ts56033,SHOW,2017,TV-MA,42,"['crime', 'drama']",1,7.7,985,92.506,7.7
ts70631,SHOW,2017,TV-14,24,"['scifi', 'animation', 'drama', 'fantasy']",1,7.1,1524,16.105,7.7
ts78291,SHOW,2018,TV-MA,60,"['drama', 'thriller', 'action', 'crime']",1,7.5,12453,11.188,7.4
ts57985,SHOW,2017,TV-G,28,"['comedy', 'drama', 'family', 'action', 'documentation']",3,7,2062,48.156,7.8
ts80600,SHOW,2018,TV-14,56,"['drama', 'romance', 'history', 'music']",3,8,4556,42.471,8
ts55232,SHOW,2017,TV-14,24,"['action', 'scifi', 'animation']",1,5.7,217,5.13,7.2
ts79182,SHOW,2018,TV-MA,67,"['drama', 'thriller', 'crime']",1,7.9,3696,10.838,7.8
ts85967,SHOW,2018,TV-MA,34,['comedy'],1,7.7,1145,1.542,7.8
ts78031,SHOW,2017,TV-MA,46,"['drama', 'crime', 'european']",2,7,1573,4.144,7.4
ts56670,SHOW,2017,TV-MA,47,['documentation'],1,6.6,2168,11.357,7.3
ts86682,SHOW,2018,TV-PG,50,['documentation'],1,6.8,531,2.621,9
ts75286,SHOW,2017,TV-PG,23,['drama'],4,6.6,5967,21,8.1
ts82218,SHOW,2018,TV-PG,27,"['action', 'animation', 'comedy', 'romance']",2,8,1952,31.411,8.3
ts75341,SHOW,2017,TV-PG,30,['drama'],1,7.2,592,5.162,7.4
ts83906,SHOW,2018,TV-PG,39,['reality'],3,8.4,10024,8.898,7.8
ts82565,SHOW,2018,TV-MA,53,"['drama', 'thriller']",1,6.6,443,15.009,7.7
ts78789,SHOW,2017,TV-MA,23,"['drama', 'thriller']",1,4.9,1531,4.278,5.9
ts92825,SHOW,2018,TV-Y,22,"['scifi', 'animation', 'action', 'comedy', 'family']",1,6.2,244,5.651,7.3
ts56125,SHOW,2017,TV-MA,40,"['war', 'crime', 'drama', 'thriller']",3,7.2,3052,24.784,6.5
ts89130,SHOW,2018,TV-MA,52,"['scifi', 'romance', 'drama', 'fantasy']",1,7.7,2283,10.462,6.9
ts79660,SHOW,2017,TV-PG,25,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']",2,6.5,1826,25.533,7.4
ts39016,SHOW,2017,TV-MA,27,['comedy'],1,7,17525,10.68,6.7
ts80519,SHOW,2018,TV-Y7,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",3,5.2,372,11.907,8.6
ts75981,SHOW,2017,TV-14,49,"['documentation', 'history', 'european']",1,7.3,1541,5.408,7.4
ts79219,SHOW,2018,TV-MA,45,"['crime', 'action', 'documentation']",1,7.9,3633,2.712,7.6
ts79409,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",1,6.3,1189,8.277,6.4
ts53399,SHOW,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",1,8.4,2214,20.153,7.8
ts77787,SHOW,2018,TV-MA,23,"['comedy', 'animation']",2,6.9,815,12.019,7.3
ts82127,SHOW,2018,TV-MA,23,"['scifi', 'action', 'history', 'horror', 'animation']",1,6.7,1883,17.757,7.6
ts78353,SHOW,2018,TV-MA,71,"['crime', 'romance', 'thriller', 'drama']",1,8.1,596,12.142,7.8
ts103638,SHOW,2018,TV-PG,25,['comedy'],1,5.7,390,1.872,7.7
ts77034,SHOW,2017,TV-14,41,"['drama', 'comedy', 'romance']",1,8,1386,42.322,8.4
ts86949,SHOW,2018,TV-PG,27,"['drama', 'crime', 'thriller']",2,5.5,2787,14.819,6.8
ts76511,SHOW,2017,TV-PG,59,"['reality', 'european']",2,7,665,3.452,7.4
ts55348,SHOW,2017,TV-14,32,"['reality', 'documentation', 'sport']",3,7.7,895,3.441,7
ts80208,SHOW,2018,TV-MA,90,"['drama', 'crime', 'thriller', 'action']",1,5.6,658,11.013,6.7
ts82559,SHOW,2018,TV-PG,26,['documentation'],1,6.6,797,3.17,6.4
ts80090,SHOW,2018,TV-PG,26,"['drama', 'comedy', 'animation']",2,7.1,883,25.614,5.9
ts80313,SHOW,2018,TV-MA,61,"['documentation', 'drama']",1,8.1,1759,4.283,8.3
ts90994,SHOW,2018,TV-Y,15,['animation'],3,6.4,155,12.51,9.8
ts84346,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']",2,7,351,172.609,7.5
ts84833,SHOW,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",2,6.8,2521,17.443,7.6
ts84932,SHOW,2018,TV-MA,25,"['comedy', 'fantasy', 'animation']",1,5.4,1685,3.636,5.2
ts81734,SHOW,2018,TV-14,70,['action'],2,5.2,127,2.194,6.5
ts79679,SHOW,2018,TV-MA,108,"['drama', 'crime']",3,7.2,1605,21.312,7.5
ts78053,SHOW,2018,TV-MA,30,"['drama', 'thriller']",2,6.8,966,24.535,7.9
ts80057,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",1,5.8,427,6.93,5.4
ts80413,SHOW,2018,TV-14,75,"['comedy', 'reality']",3,7.6,898,14.488,8.4
ts85659,SHOW,2018,TV-Y7,22,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",2,7.7,5927,17.34,7.7
ts82298,SHOW,2018,TV-MA,61,"['scifi', 'drama', 'fantasy', 'romance']",1,7.6,937,8.82,8.3
ts54050,SHOW,2017,TV-PG,59,"['reality', 'action']",3,7.3,2359,3.181,6
ts57196,SHOW,2017,TV-G,54,"['documentation', 'european']",2,7.6,3380,6.909,7.5
ts55936,SHOW,2017,TV-14,52,"['comedy', 'romance']",1,7.2,3108,15.98,8
ts81944,SHOW,2018,TV-MA,18,"['comedy', 'action']",2,5.9,457,1.96,6
ts84597,SHOW,2018,TV-MA,42,['documentation'],1,7.6,806,5.053,6.9
ts78767,SHOW,2018,TV-G,36,"['scifi', 'sport', 'documentation', 'reality']",2,7.3,2061,2.038,7.7
ts85732,SHOW,2018,TV-PG,43,['reality'],1,7.6,3989,4.386,6.8
ts82875,SHOW,2018,TV-MA,39,"['drama', 'scifi']",1,7.1,1402,14.917,7.9
ts80059,SHOW,2017,TV-14,55,"['documentation', 'european']",1,7.2,4003,3.824,6.9
ts36650,SHOW,2018,TV-MA,67,"['drama', 'crime', 'thriller', 'action', 'european']",1,7,293,3.4,6.9
ts57300,SHOW,2017,TV-PG,21,['comedy'],2,7,4056,17.101,6.6
ts56636,SHOW,2017,TV-14,41,"['comedy', 'romance']",1,6.9,561,6.751,7.6
ts84780,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'action', 'crime']",2,8.2,1898,15.617,7.5
ts82296,SHOW,2018,TV-MA,63,"['drama', 'comedy', 'romance']",1,7.4,3774,27.731,7.6
ts57148,SHOW,2018,TV-PG,21,['comedy'],1,6.1,3736,8.869,5.5
ts83359,SHOW,2018,TV-14,75,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",1,7.8,1938,14.871,8.3
ts79330,SHOW,2018,TV-MA,45,"['reality', 'documentation']",2,7.3,1073,6.951,8
ts85202,SHOW,2018,TV-Y7,25,"['documentation', 'family']",1,8.1,415,3.041,8.3
ts83457,SHOW,2018,TV-Y,7,"['animation', 'family']",2,8,98,4.49,8.3
ts82181,SHOW,2018,TV-MA,24,"['comedy', 'animation']",1,6.6,815,11.29,6.5
ts53516,SHOW,2017,TV-Y7,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",2,4.8,270,6.957,8.1
ts95274,SHOW,2017,TV-PG,54,"['documentation', 'history']",1,7.3,852,3.331,6.7
ts82867,SHOW,2018,TV-G,45,"['documentation', 'sport']",1,6.7,389,0.992,6
ts83554,SHOW,2018,TV-MA,48,"['crime', 'documentation']",1,5.4,986,1.185,6.7
ts58442,SHOW,2017,TV-MA,69,"['drama', 'fantasy', 'romance']",1,8,1224,10.476,6.7
ts80030,SHOW,2018,TV-MA,45,"['reality', 'documentation']",2,7.1,1324,12.572,7.2
ts82424,SHOW,2017,TV-MA,42,['documentation'],3,6.2,322,7.62,6.5
ts83247,SHOW,2018,TV-PG,32,['reality'],1,7.4,1095,2.789,7
ts79856,SHOW,2018,TV-MA,22,"['scifi', 'animation', 'action', 'fantasy', 'horror']",2,5.8,907,22.616,6.8
ts76509,SHOW,2017,TV-14,21,['documentation'],1,7.4,1883,29.563,7.3
ts90880,SHOW,2018,TV-Y7,15,"['action', 'comedy', 'family', 'music', 'animation']",5,6.1,283,7.168,8.4
ts80084,SHOW,2018,TV-14,24,"['scifi', 'drama', 'animation', 'fantasy']",1,6.9,494,26.334,7.9
ts86279,SHOW,2018,TV-PG,36,['reality'],2,7.7,1086,8.263,8
ts80042,SHOW,2018,TV-G,23,"['action', 'scifi', 'comedy', 'drama']",2,3.8,1189,5.977,7.3
ts75718,SHOW,2017,TV-MA,23,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",2,5.9,3359,6.887,5.4
ts75620,SHOW,2017,TV-MA,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",2,8,3665,18.754,8
ts76159,SHOW,2017,TV-Y,12,"['animation', 'comedy', 'family', 'horror']",3,6.3,411,30.071,7.2
ts76793,SHOW,2017,TV-MA,35,"['reality', 'documentation', 'thriller']",1,8,1770,2.605,7.9
