id,type,release_year,age_certification,runtime,genres,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts67797,SHOW,2014,TV-PG,14,"['animation', 'european']",2,5.6,30,1.298,7
ts20238,SHOW,2014,TV-PG,45,"['comedy', 'romance']",1,7.3,424,5.461,9
ts8,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",6,8.8,404920,352.657,8.5
ts36577,SHOW,2015,TV-MA,55,"['action', 'war', 'drama', 'history', 'european']",5,8.5,126473,180.003,8.3
ts38796,SHOW,2016,TV-14,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",5,8.7,989090,249.853,8.6
ts21867,SHOW,2015,TV-14,22,['comedy'],6,8.5,112537,38.016,7.7
ts37143,SHOW,2015,TV-MA,48,"['reality', 'documentation']",8,8.4,4622,31.271,6.8
ts35251,SHOW,2015,TV-MA,30,"['comedy', 'drama']",7,8.2,48435,33.885,7.7
ts41766,SHOW,2016,TV-14,23,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",4,8.2,148562,39.411,8
ts36885,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",3,8.4,70087,50.633,7.7
ts37539,SHOW,2015,TV-PG,24,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",2,8.7,148386,132.794,8.4
ts37490,SHOW,2015,TV-14,41,['drama'],8,7.6,24142,101.31,8.4
ts41961,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",5,7.9,28537,54.867,7.6
ts42069,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']",5,8.7,190878,72.323,8.2
ts37866,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",4,8.3,13331,15.398,8
ts38304,SHOW,2015,TV-MA,29,['comedy'],3,7.3,2706,20.006,7.1
ts36952,SHOW,2015,TV-14,22,['comedy'],4,8.1,6445,18.553,7.6
ts35793,SHOW,2015,TV-PG,42,['reality'],9,8.3,3538,34.934,8.3
ts39007,SHOW,2016,TV-14,42,"['scifi', 'fantasy', 'horror', 'action', 'drama']",5,6.1,21852,155.023,7.1
ts35201,SHOW,2015,TV-MA,24,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",5,8.2,9651,27.516,8.6
ts36147,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",6,8.1,308291,761.064,8.5
ts36550,SHOW,2016,TV-14,42,"['scifi', 'action', 'drama']",7,6.8,101178,120.753,7.4
ts38199,SHOW,2015,TV-14,44,"['drama', 'scifi', 'fantasy']",5,7.6,49557,75.849,7.7
ts53051,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",2,7.9,100911,25.314,7.6
ts47714,SHOW,2016,TV-14,22,['comedy'],5,8.3,16970,26.582,7.7
ts21869,SHOW,2015,TV-MA,62,"['scifi', 'thriller', 'drama']",2,8.2,151518,36.84,7.8
ts42170,SHOW,2016,TV-MA,30,"['comedy', 'european']",1,7.7,18546,6.846,7.3
ts70529,SHOW,2016,TV-MA,30,"['comedy', 'drama']",3,7.7,18040,28.929,7
ts18010,SHOW,2015,TV-MA,57,"['drama', 'thriller']",3,7.9,50028,24.67,7.3
ts38718,SHOW,2016,TV-MA,46,"['drama', 'horror', 'thriller', 'crime']",4,6.7,14071,27.468,6.7
ts42120,SHOW,2016,TV-MA,45,"['scifi', 'drama', 'thriller', 'crime']",3,8,54566,51.169,7.6
ts36631,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",3,8.8,404486,83.072,7.9
ts42062,SHOW,2015,TV-Y7,22,"['family', 'fantasy', 'romance', 'animation', 'action']",4,7.7,10102,261.845,8
ts41956,SHOW,2016,TV-PG,44,"['war', 'action', 'drama', 'thriller']",3,7.5,88019,51.752,7.2
ts52922,SHOW,2016,TV-14,46,"['documentation', 'history']",3,9,5761,5.463,8.1
ts36015,SHOW,2015,TV-14,43,"['action', 'drama']",3,7.9,45628,20.79,7.6
ts21981,SHOW,2015,TV-14,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",5,7.8,66488,53.416,7.8
ts38710,SHOW,2016,TV-14,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']",4,7.3,22256,32.006,8
ts35253,SHOW,2015,TV-14,43,"['scifi', 'drama', 'thriller', 'action']",3,7.5,41867,26.367,6.6
ts35554,SHOW,2015,TV-14,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",3,7.1,40082,86.551,6.9
ts38090,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",3,7.9,16273,45.242,7.9
ts42014,SHOW,2016,TV-14,46,['reality'],6,7.6,2616,11.052,6.8
ts35563,SHOW,2015,TV-14,42,"['scifi', 'drama', 'action']",6,6.2,121939,116.295,7.3
ts36129,SHOW,2015,TV-14,42,['comedy'],4,7.8,19738,37.838,6.9
ts42077,SHOW,2016,TV-14,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']",3,7.9,18575,28.95,7.9
ts42687,SHOW,2015,TV-G,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",5,5.4,1214,54.603,4.9
ts38734,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",3,7.4,30373,16.213,7.1
ts53099,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",3,7.6,10371,15.878,7.6
ts53664,SHOW,2015,TV-MA,40,"['war', 'thriller', 'action', 'drama']",3,8.3,25239,22.242,7.5
ts42022,SHOW,2016,TV-MA,54,"['crime', 'drama', 'action', 'thriller']",5,8.2,3799,140.468,8.3
ts38415,SHOW,2016,TV-MA,46,"['action', 'drama', 'history']",3,7.1,20706,33.222,6.8
ts43209,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",2,7.6,1583,3.19,8
ts42169,SHOW,2016,TV-14,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",1,8.5,42699,21.821,8.7
ts41289,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",2,8.1,5468,4.912,7.4
ts38511,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",3,7.7,41362,23.492,7.3
ts21986,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",7,7.2,10392,41.602,7.7
ts41149,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",5,7.4,37890,28.83,7.5
ts35775,SHOW,2015,TV-MA,30,['comedy'],2,7.4,23674,16.899,6.4
ts41975,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",3,7.5,35547,47.07,7.1
ts41490,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",3,7.6,7577,6.231,7.2
ts36177,SHOW,2015,TV-MA,52,"['scifi', 'drama', 'horror', 'thriller']",3,7.3,17240,53.857,6.8
ts37464,SHOW,2015,TV-MA,45,"['war', 'thriller', 'drama']",3,7.7,8839,12.891,7.4
ts37971,SHOW,2015,TV-MA,32,"['drama', 'comedy']",3,8.3,72341,21.734,7.6
ts21885,SHOW,2015,TV-14,30,"['comedy', 'drama']",4,7.6,70242,20.333,7.2
ts38783,SHOW,2016,TV-MA,50,"['war', 'thriller']",3,7.4,7831,17.549,6.6
ts36983,SHOW,2016,TV-Y7,27,"['comedy', 'family']",5,6.7,27148,33.47,7.6
ts41963,SHOW,2016,TV-MA,30,"['drama', 'comedy']",3,6.9,13569,32.563,6.2
ts52838,SHOW,2016,TV-MA,45,"['scifi', 'action', 'drama', 'thriller']",4,7.3,25077,37.982,7.3
ts38204,SHOW,2015,TV-14,62,"['crime', 'documentation']",2,8.6,93456,10.955,7.9
ts36046,SHOW,2015,TV-G,24,"['comedy', 'family', 'drama']",5,5.3,3174,36.236,7.3
ts36545,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime']",3,6.6,60305,33.415,6.5
ts36856,SHOW,2015,TV-MA,28,"['comedy', 'animation', 'drama']",5,8,36050,34.434,7.3
ts35362,SHOW,2015,TV-MA,50,"['drama', 'thriller', 'action', 'comedy', 'european']",4,8.2,21388,137.792,8
ts35354,SHOW,2015,TV-14,43,"['drama', 'thriller', 'scifi']",3,6.6,24479,60.53,6.6
ts38758,SHOW,2016,TV-MA,24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']",2,7.6,6121,27.887,8.2
ts41913,SHOW,2016,TV-14,18,"['scifi', 'fantasy', 'thriller', 'drama']",3,7.5,13625,13.548,7.2
ts42655,SHOW,2016,TV-14,45,"['drama', 'action', 'crime']",3,7.6,5693,9.545,7.2
ts3844,SHOW,2015,TV-14,43,"['drama', 'crime', 'thriller', 'european']",2,7.1,12112,11.944,6.8
ts53287,SHOW,2016,TV-14,48,"['drama', 'history', 'war', 'documentation']",3,7,7539,25.738,6.9
ts42156,SHOW,2016,TV-PG,24,"['drama', 'romance']",6,6.8,3205,18.683,7.1
ts41906,SHOW,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",3,8.4,6649,33.948,8.5
ts38116,SHOW,2015,TV-MA,24,"['scifi', 'war', 'action', 'drama', 'animation']",2,7.9,1623,7.838,7
ts35256,SHOW,2015,TV-MA,50,['documentation'],7,8.5,15176,16.397,7.9
ts53249,SHOW,2016,TV-Y7,22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']",3,8.4,16509,35.879,8.5
ts42043,SHOW,2016,TV-PG,25,"['drama', 'animation', 'comedy', 'romance']",2,8.4,2586,19.401,8
ts35577,SHOW,2015,TV-14,23,"['scifi', 'animation', 'action']",1,7,1911,23.148,7.3
ts52830,SHOW,2016,TV-14,92,"['comedy', 'drama']",1,7.6,36359,20.316,7.6
ts38731,SHOW,2016,TV-14,51,"['war', 'drama', 'history', 'european']",2,7.1,3658,14.262,6.9
ts42127,SHOW,2016,TV-MA,27,['comedy'],3,7.1,2648,7.115,7.3
ts41948,SHOW,2016,TV-MA,48,"['documentation', 'music']",4,8.4,5772,5.002,7.8
ts38809,SHOW,2016,TV-MA,62,"['drama', 'music']",2,8.2,22304,8.755,7.4
ts79799,SHOW,2015,TV-Y7,22,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']",6,8.2,6161,58.201,8.2
ts38568,SHOW,2016,TV-MA,32,"['drama', 'romance', 'comedy']",2,7.2,11264,13.564,6.9
ts37944,SHOW,2015,TV-MA,27,"['comedy', 'european']",2,7.7,3461,9.908,7.6
ts42137,SHOW,2016,TV-Y7,24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']",8,8.1,8706,38.016,7.4
ts35987,SHOW,2015,TV-Y7,21,"['scifi', 'animation', 'action', 'comedy']",5,6,1048,20.971,7.7
ts38770,SHOW,2016,TV-MA,30,"['comedy', 'drama']",2,7.3,3655,6.874,7.4
ts42038,SHOW,2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",1,7.3,5101,7.804,6.2
ts42119,SHOW,2016,TV-MA,42,['drama'],5,7.3,5158,16.824,7.4
ts76079,SHOW,2016,TV-Y7,7,"['comedy', 'animation', 'family', 'european']",3,7.1,579,68.219,8.3
ts41995,SHOW,2016,TV-14,52,['reality'],2,6.9,2125,6.212,6.1
ts78325,SHOW,2015,TV-14,122,"['documentation', 'music']",1,8,2354,5.024,7.3
ts11670,SHOW,2015,TV-Y7,23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']",6,6.6,1696,14.724,6.9
ts42090,SHOW,2016,TV-MA,55,"['documentation', 'sport']",5,8.4,6789,16.641,7.3
ts86021,SHOW,2015,TV-G,3,"['animation', 'comedy', 'family', 'european']",3,8.4,346,8.324,8
ts42257,SHOW,2016,TV-MA,71,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']",2,8.6,6338,8.776,8.1
ts35406,SHOW,2015,TV-14,25,"['scifi', 'drama', 'thriller']",2,6,9059,26.43,5.7
ts128895,SHOW,2016,TV-14,28,['drama'],2,8.4,4109,8.013,7.6
ts37660,SHOW,2015,TV-14,95,"['comedy', 'drama', 'family', 'romance']",1,9.2,6557,15.317,8.7
ts41258,SHOW,2016,TV-PG,61,"['comedy', 'drama', 'romance']",1,7.5,3663,23.344,7.2
ts81483,SHOW,2016,TV-Y,5,"['animation', 'comedy', 'family']",2,7,127,2.878,9.5
ts37896,SHOW,2015,TV-14,43,"['documentation', 'history', 'european']",1,6.2,367,2.731,5.8
ts21979,SHOW,2015,TV-MA,58,"['drama', 'comedy', 'crime', 'european']",1,7.7,3635,9.159,7
ts36547,SHOW,2015,TV-MA,44,"['comedy', 'drama']",4,8.2,5514,31.739,8.4
ts84398,SHOW,2016,TV-MA,25,"['comedy', 'drama', 'romance']",4,8.2,6461,8.807,7.8
ts77654,SHOW,2015,TV-Y,23,['animation'],2,6.8,82,4.256,9.3
ts39014,SHOW,2016,TV-14,24,"['comedy', 'drama', 'action', 'scifi', 'animation']",2,7.2,1265,5.73,6.6
ts38764,SHOW,2016,TV-MA,46,"['drama', 'european']",2,6.9,5083,7.729,6.6
ts54110,SHOW,2015,TV-Y,11,"['animation', 'family', 'comedy', 'european']",2,8.7,891,5.367,7.6
ts54156,SHOW,2016,TV-14,60,['documentation'],1,8.2,1723,2.151,8.5
ts38230,SHOW,2015,TV-MA,51,"['drama', 'thriller', 'crime']",2,7.4,2784,6.495,7.8
ts51368,SHOW,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",3,6.7,730,18.291,6.1
ts66540,SHOW,2016,TV-MA,23,"['drama', 'comedy', 'european']",2,7.3,880,1.537,6.8
ts75829,SHOW,2016,TV-Y7,17,"['animation', 'action', 'fantasy', 'scifi']",2,5.5,170,1.4,7.3
ts35360,SHOW,2015,TV-Y,21,"['action', 'comedy', 'family', 'scifi', 'animation']",4,4.5,614,9.398,6.9
ts42089,SHOW,2016,TV-14,30,"['comedy', 'drama', 'family', 'romance']",2,6.1,7183,8.147,6.4
ts42075,SHOW,2016,TV-MA,97,['drama'],2,6.7,1152,10.782,5.4
ts43272,SHOW,2015,TV-14,29,"['reality', 'drama']",1,8.1,1624,4.264,8
ts41883,SHOW,2016,TV-14,65,"['war', 'drama', 'romance', 'thriller']",1,7.9,5615,74.751,7.5
ts36630,SHOW,2015,TV-Y7,23,"['action', 'comedy', 'family', 'animation']",5,6.8,458,18.042,7.1
ts41260,SHOW,2016,TV-14,63,"['comedy', 'drama', 'romance']",2,8.3,2127,15.225,7.3
ts39017,SHOW,2015,TV-Y7,23,"['comedy', 'family', 'animation']",4,5.8,712,43.241,7.7
ts38757,SHOW,2016,TV-Y7,21,"['animation', 'scifi', 'action', 'comedy', 'family']",2,5.9,325,11.297,6.5
ts35596,SHOW,2015,TV-G,23,"['comedy', 'family', 'sport']",2,5,2114,11.756,7.9
ts144323,SHOW,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",1,8.1,12,5.531,7.6
ts42218,SHOW,2016,TV-MA,47,"['action', 'drama', 'romance', 'crime']",4,6.5,546,285.361,7.5
ts38512,SHOW,2016,TV-PG,53,['documentation'],1,7.6,43,4.669,7.5
ts41294,SHOW,2015,TV-MA,42,"['action', 'drama']",2,6.8,632,4.877,5.9
ts43501,SHOW,2015,TV-PG,51,"['documentation', 'history', 'european']",2,7.8,1031,2.774,7.4
ts42628,SHOW,2016,TV-MA,31,['comedy'],1,5.3,835,3.998,5.1
ts36740,SHOW,2015,TV-G,24,['family'],6,6.1,985,14.028,8
ts53106,SHOW,2016,TV-MA,49,"['drama', 'history']",1,7.4,1544,6.903,6.9
ts41253,SHOW,2016,TV-14,45,"['drama', 'romance']",1,8,2322,5.592,6
ts38717,SHOW,2016,TV-14,48,"['comedy', 'drama', 'romance']",2,7.7,3088,12.751,7.1
ts58068,SHOW,2016,TV-MA,48,"['crime', 'documentation']",5,7.1,2747,3.8,7.4
ts38805,SHOW,2016,TV-Y,15,"['animation', 'family', 'fantasy', 'comedy']",3,7.6,522,6.351,6.6
ts38761,SHOW,2016,TV-MA,69,"['drama', 'fantasy', 'romance', 'comedy']",1,7.9,1769,22.672,8.2
ts56748,SHOW,2016,TV-14,22,"['drama', 'thriller', 'reality']",3,7.3,2012,12.18,8
ts43230,SHOW,2015,TV-Y7,22,"['action', 'animation', 'family', 'scifi']",3,8.1,645,11.108,8.4
ts56032,SHOW,2016,TV-MA,45,"['action', 'drama']",1,8.3,642,21.243,7.7
ts55559,SHOW,2016,TV-Y,26,"['animation', 'comedy', 'family']",3,8.4,870,13.727,8.2
ts75324,SHOW,2016,TV-MA,41,['history'],1,8.1,575,25.176,7.4
ts54100,SHOW,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']",2,6.6,715,4.724,8.1
ts35463,SHOW,2015,TV-PG,22,['comedy'],2,3.1,1041,14.932,6.3
ts55966,SHOW,2016,TV-Y,23,['animation'],2,6.5,49,9.137,7.7
ts86831,SHOW,2015,TV-MA,30,"['comedy', 'drama']",3,7.7,370,5.028,7
ts53065,SHOW,2016,TV-14,31,"['scifi', 'drama', 'fantasy']",1,6.9,564,4.321,7.2
ts54010,SHOW,2016,TV-14,25,"['comedy', 'drama', 'fantasy', 'romance']",1,6.3,261,10.581,7.6
ts38772,SHOW,2016,TV-MA,70,"['drama', 'comedy']",1,8.2,355,4.472,7.8
ts83224,SHOW,2016,TV-MA,27,['comedy'],2,7.6,890,3.812,8.3
ts57705,SHOW,2016,TV-MA,48,"['drama', 'crime', 'action']",3,7.4,64,10.121,7.6
ts74929,SHOW,2015,TV-Y,24,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']",2,5.7,182,10.146,8.8
ts43258,SHOW,2015,TV-PG,43,['drama'],1,8.8,1295,4.367,8.8
ts55365,SHOW,2016,TV-PG,25,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']",7,8.4,71,13.649,10
ts42011,SHOW,2016,TV-PG,42,['reality'],1,7.2,166,1.321,8
ts55223,SHOW,2016,TV-PG,49,['documentation'],1,6.2,344,2.022,6
ts41899,SHOW,2016,TV-MA,16,"['drama', 'horror', 'thriller']",1,7.1,423,5.984,8.4
ts82327,SHOW,2015,TV-Y,5,"['scifi', 'comedy', 'family', 'animation']",3,6.8,95,1.92,8
ts35505,SHOW,2015,TV-MA,47,"['comedy', 'drama', 'european']",1,7.3,493,3.098,6.3
ts56221,SHOW,2016,TV-Y,11,"['animation', 'comedy', 'family', 'fantasy']",4,6.5,77,6.616,10
ts43341,SHOW,2015,TV-14,69,"['drama', 'documentation', 'comedy']",1,6.3,7,4.985,7.8
ts38769,SHOW,2016,TV-MA,57,['comedy'],2,6.1,2051,19.427,5.1
ts42155,SHOW,2016,TV-Y7,21,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",4,5.9,603,7.217,7
ts52981,SHOW,2016,TV-PG,48,['reality'],1,6.9,1665,4.026,7
ts52825,SHOW,2016,TV-14,45,"['drama', 'history', 'romance']",1,7.9,767,8.08,7.2
ts42260,SHOW,2016,TV-MA,60,['documentation'],1,7.3,2471,4.073,6.5
ts43119,SHOW,2015,TV-14,31,['comedy'],2,6.4,2801,6.72,6
ts127430,SHOW,2016,TV-Y,21,"['animation', 'family']",1,8.8,167,0.878,9
ts52950,SHOW,2016,TV-14,36,"['comedy', 'drama']",1,7.7,98,4.001,8
ts78442,SHOW,2016,TV-MA,29,['documentation'],2,6.8,583,2.274,7.8
ts42347,SHOW,2016,TV-Y,20,"['animation', 'family']",5,5.7,349,7.049,8.3
ts51367,SHOW,2016,TV-MA,30,"['action', 'crime', 'drama', 'comedy']",2,7,2285,7.035,6.2
ts21876,SHOW,2015,TV-PG,45,"['drama', 'romance']",1,6.6,185,9.643,6.5
ts55556,SHOW,2015,TV-MA,46,"['family', 'drama', 'war']",1,8.4,314,7.483,9
ts42432,SHOW,2016,TV-14,18,['drama'],1,6.4,25,3.956,6
ts38813,SHOW,2016,TV-Y7,13,"['action', 'animation', 'comedy', 'family']",4,5.1,47,3.816,7.3
ts42371,SHOW,2016,TV-PG,22,"['animation', 'comedy', 'family', 'fantasy', 'action']",1,6.2,312,1.481,5.6
ts53346,SHOW,2016,TV-PG,28,['reality'],1,3.8,501,1.968,5.8
ts86089,SHOW,2016,TV-14,10,"['drama', 'thriller', 'horror']",1,5,56,2.682,4
ts83450,SHOW,2016,TV-14,84,"['drama', 'crime']",1,7,218,2.87,7
ts53017,SHOW,2016,TV-14,45,"['drama', 'romance']",1,6.8,74,3.951,9.7
ts54117,SHOW,2016,TV-Y,24,"['animation', 'family', 'fantasy']",3,6.2,58,2.504,8
ts53543,SHOW,2016,TV-14,18,"['drama', 'comedy', 'fantasy', 'music']",1,6.3,210,10.889,8
ts41485,SHOW,2016,TV-MA,61,"['scifi', 'action', 'crime', 'drama', 'thriller']",1,8.4,4269,3.44,7.8
ts84542,SHOW,2016,TV-PG,13,"['drama', 'comedy']",1,4.1,21,2.159,10
ts36634,SHOW,2015,TV-PG,45,"['comedy', 'drama']",1,6.4,138,16.282,7.5
ts36741,SHOW,2015,TV-14,60,"['crime', 'drama']",1,6.7,195,2.355,7.3
ts35963,SHOW,2015,TV-14,45,"['drama', 'romance']",1,7.7,28,0.992,7.5
ts53513,SHOW,2016,TV-14,44,"['scifi', 'drama']",1,8,106,4.257,8.8
ts38703,SHOW,2016,TV-PG,37,"['comedy', 'drama']",1,6.9,103,6.772,5.4
ts83449,SHOW,2016,TV-14,87,['family'],1,5.5,325,4.504,9
ts53864,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",4,8.5,278223,290.316,8.2
ts77795,SHOW,2018,TV-MA,25,['comedy'],3,8.4,28718,27.308,8.2
ts56683,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",4,7.9,117055,65.193,7.5
ts55668,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",3,8.7,354443,152.46,8.4
ts53023,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",6,6.7,139154,369.341,8.5
ts81064,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",4,7.3,28877,270.461,8.5
ts42405,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",2,8.6,261429,45.108,8
ts83970,SHOW,2018,TV-14,42,"['drama', 'sport']",4,7.6,9704,65.499,8.2
ts81294,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",3,7.1,50145,87.315,7.7
ts78305,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",5,7.4,73062,531.821,8.1
ts78801,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",5,8.6,163858,385.985,8.2
ts79813,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",3,7.7,225949,80.568,8.2
ts77398,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",3,7.3,96868,52.535,7.6
ts57120,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",4,7.7,49867,51.087,8.1
ts81884,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",2,8.1,114446,26.109,7.9
ts75151,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",1,7.6,27,32.203,7.8
ts54102,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",2,7.9,162018,59.428,7.8
ts75097,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",1,7.7,74877,18.19,7.4
ts84785,SHOW,2018,TV-MA,44,"['crime', 'drama']",2,7.3,20817,14.581,7.3
ts42477,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",4,8.4,23256,25.424,7.9
ts81208,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",4,4.5,16091,126.643,7.4
ts58433,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",1,8.6,226817,36.217,8.1
ts57850,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",2,8.1,37747,12.512,7.5
ts53663,SHOW,2017,TV-MA,22,"['comedy', 'drama']",6,7.8,14892,14.338,7.8
ts79229,SHOW,2018,TV-MA,67,"['crime', 'documentation']",1,8.1,29298,13.095,7.9
ts77955,SHOW,2018,TV-14,52,['documentation'],5,8.2,4420,7.234,7.5
ts75879,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",6,7.9,74660,68.109,7.8
ts57465,SHOW,2017,TV-14,42,['drama'],5,7.2,21136,62.172,8.2
ts54054,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",2,7.8,13238,19.835,7.3
ts55982,SHOW,2017,TV-G,46,"['drama', 'family']",3,8.7,51001,147.762,8.8
ts58133,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",2,8.1,57459,39.681,7.7
ts53545,SHOW,2017,TV-MA,29,"['comedy', 'horror']",3,7.9,64467,26.17,7.5
ts84328,SHOW,2018,TV-G,23,"['scifi', 'family', 'fantasy']",2,6.7,1914,15.122,7.6
ts53198,SHOW,2017,TV-PG,29,"['comedy', 'drama']",4,8.2,15669,27.347,8
ts76243,SHOW,2017,TV-MA,21,"['crime', 'comedy', 'drama', 'romance', 'thriller']",2,8.1,177868,60.765,8.2
ts58367,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",1,7.2,41822,18.515,6.9
ts55720,SHOW,2017,TV-MA,34,"['drama', 'comedy', 'sport', 'reality']",4,8,44751,18.959,7.4
ts77852,SHOW,2018,TV-G,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",8,5.8,798,14.06,8.6
ts78430,SHOW,2018,TV-MA,57,"['drama', 'thriller', 'crime']",1,6.7,17304,15.543,6.4
ts56261,SHOW,2017,TV-MA,26,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",4,8.3,61114,97.7,8.3
ts82849,SHOW,2018,TV-MA,26,"['drama', 'comedy']",3,8.2,38232,16.555,7.6
ts74809,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",2,6.7,19809,30.484,7
ts56969,SHOW,2017,TV-14,31,"['comedy', 'drama']",4,8.3,81643,40.8,8.3
ts58155,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",1,7.7,31577,15.686,7.4
ts76458,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",3,7.3,8762,16.444,6.8
ts39015,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",3,7.8,59239,33.836,7.3
ts74816,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",2,8.1,29972,20.845,7.6
ts52821,SHOW,2018,TV-PG,50,"['animation', 'action', 'drama', 'family', 'fantasy']",1,7.2,6043,6.412,6.9
ts77563,SHOW,2017,TV-14,86,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",2,8.2,3605,4.991,7.9
ts80856,SHOW,2018,TV-14,57,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",4,7.4,90327,124.52,8.3
ts76869,SHOW,2018,TV-14,25,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",1,8.4,19940,56.177,8.7
ts82526,SHOW,2018,TV-MA,56,"['drama', 'crime']",3,8.4,80902,58.895,7.9
ts72247,SHOW,2018,TV-14,29,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",4,7.2,58639,74.537,7.6
ts82189,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'sport']",3,6.7,5706,309.314,8.1
ts74823,SHOW,2017,TV-MA,27,['comedy'],1,6.9,8502,17.018,6.6
ts77197,SHOW,2018,TV-MA,62,"['crime', 'drama']",1,7.7,15323,13.897,7.4
